Resolution,Site,Year_Month,Total_surface_dic_masked,Mean_k_ddic
0.1,5,2006_01,241829028524.53418,2.7880620592239262
0.1,16,2006_01,121645321650.29466,1.6233442461417924
0.1,17,2006_01,297164110930.9824,1.9503551273146869
0.1,5,2006_02,225674727960.61755,2.2160233226126707
0.1,16,2006_02,102498088859.90785,1.5463595740518625
0.1,17,2006_02,315464745187.6009,1.9444769989790225
0.1,5,2006_03,207953091301.96954,2.04203745852756
0.1,16,2006_03,88529202743.48026,1.4541745269069681
0.1,17,2006_03,282811662114.54895,1.4976447086533384
0.1,5,2006_04,185881829272.57715,1.7542695304765017
0.1,16,2006_04,94688036946.47086,1.7974922833687874
0.1,17,2006_04,236040599369.54218,1.2515391250156223
0.1,5,2006_05,153125352278.08423,1.2135781335004983
0.1,16,2006_05,113109221036.07584,1.9141050471078185
0.1,17,2006_05,183887834053.69363,1.0567695407004498
0.1,5,2006_06,117128726818.3623,1.1702539793953184
0.1,16,2006_06,133385324405.33122,1.860236022829035
0.1,17,2006_06,142900344136.1953,0.7696779292038803
0.1,5,2006_07,86525950265.30402,0.9992112422171526
0.1,16,2006_07,161597631516.0185,1.9286282523865725
0.1,17,2006_07,99427122297.73244,0.9029315363204421
0.1,5,2006_08,64721285717.78752,0.8555680391182743
0.1,16,2006_08,177586694051.27155,2.3453840787316977
0.1,17,2006_08,68638205810.063545,0.7130593025109645
0.1,5,2006_09,60706580503.90911,1.3536496818260333
0.1,16,2006_09,179346063388.9999,2.461572717377494
0.1,17,2006_09,62459344418.18968,0.9419729048060547
0.1,5,2006_10,70864837270.298,1.5231744385346804
0.1,16,2006_10,173670744758.1648,2.5315827066519243
0.1,17,2006_10,72729448645.39221,1.2680427179371774
0.1,5,2006_11,92999885061.4266,2.136177011548986
0.1,16,2006_11,153490824101.94043,1.8756139115537236
0.1,17,2006_11,86458281800.13368,1.3490303988439536
0.1,5,2006_12,110407643805.694,2.374836037069594
0.1,16,2006_12,121994271827.00386,1.699533208660927
0.1,17,2006_12,109966078292.53758,2.1491444799628594
0.1,5,2007_01,121448854412.67206,2.4189806724095972
0.1,16,2007_01,89477202047.46365,1.6546074232524566
0.1,17,2007_01,143140521231.26645,1.9357245532553857
0.1,5,2007_02,124051684926.03018,2.2009364016821396
0.1,16,2007_02,71534879775.3588,1.2384817692529357
0.1,17,2007_02,179092031329.67758,1.8371996579326575
0.1,5,2007_03,120700155543.62924,2.200729054145402
0.1,16,2007_03,61470357290.75744,1.8699246030611552
0.1,17,2007_03,180072467700.22476,1.6101995793235548
0.1,5,2007_04,111669377808.12915,1.621578227867856
0.1,16,2007_04,62755775450.57469,1.559620941470132
0.1,17,2007_04,166741628648.1918,1.8702535226623964
0.1,5,2007_05,95720079924.41638,1.2335717625121523
0.1,16,2007_05,68724805148.05931,2.4837110337222517
0.1,17,2007_05,134166922902.54596,1.0162873395611225
0.1,5,2007_06,73230842532.56104,0.9019980440156925
0.1,16,2007_06,82285864155.62755,1.8508418022927837
0.1,17,2007_06,101204964736.28117,0.8814031845053427
0.1,5,2007_07,52976282940.09274,0.8444318200840439
0.1,16,2007_07,96599207126.76576,1.7188959093490863
0.1,17,2007_07,70831567257.17519,0.8822669902120098
0.1,5,2007_08,42341991190.76854,0.9498725305525277
0.1,16,2007_08,108850404739.72043,2.3301007349955944
0.1,17,2007_08,50702118233.36905,0.7494949619403238
0.1,5,2007_09,41181197810.08261,1.3707790212828106
0.1,16,2007_09,110573346619.79543,2.3752793233658833
0.1,17,2007_09,43585417130.37331,0.8651069019042572
0.1,5,2007_10,45256623482.06415,2.0116588722990767
0.1,16,2007_10,108866298884.58893,2.379645570665261
0.1,17,2007_10,45721695876.80106,1.1245820521221472
0.1,5,2007_11,51619136450.533356,2.035138979775958
0.1,16,2007_11,92395917031.25879,1.5696588495746944
0.1,17,2007_11,58579306265.548744,1.5206925206547586
0.1,5,2007_12,62512872572.26106,2.3679101232381297
0.1,16,2007_12,71273268404.94356,1.6985288006096682
0.1,17,2007_12,76795830596.99104,1.6300147936026717
0.25,5,2004_1,0.0,0.0
0.25,16,2004_1,6139272612426.705,1.5850421643593895
0.25,17,2004_1,0.0,0.0
0.25,5,2004_2,0.0,0.0
0.25,16,2004_2,8322165446667.304,1.336354373581097
0.25,17,2004_2,0.0,0.0
0.25,5,2004_3,0.0,0.0
0.25,16,2004_3,5174589606733.135,1.2575868819217353
0.25,17,2004_3,0.0,0.0
0.25,5,2004_4,0.0,0.0
0.25,16,2004_4,3658989613371.796,1.201745689201375
0.25,17,2004_4,0.0,0.0
0.25,5,2004_5,0.0,0.0
0.25,16,2004_5,2662220925593.108,2.0141499886979366
0.25,17,2004_5,0.0,0.0
0.25,5,2004_6,74611497.57237962,1.333581381012272
0.25,16,2004_6,1718957501991.1255,2.2324840482049217
0.25,17,2004_6,63673541.21019644,0.6390524235762117
0.25,5,2004_7,12504524424585.826,1.1830029748998747
0.25,16,2004_7,972797278069.3828,1.8600169073228354
0.25,17,2004_7,13145359866843.814,0.6524033675756566
0.25,5,2004_8,11506542575112.555,1.2181202307749055
0.25,16,2004_8,655435238415.1426,1.7415756017815551
0.25,17,2004_8,14703762190562.076,0.7635905640314662
0.25,5,2004_9,6730218931543.699,2.0550972927792426
0.25,16,2004_9,529197685124.7672,1.4773469342904515
0.25,17,2004_9,8232340911583.89,0.6781650242255226
0.25,5,2004_10,3111510797013.921,2.046937986092167
0.25,16,2004_10,437613621220.80554,1.595353586253798
0.25,17,2004_10,5742238564484.336,1.1466550128560469
0.25,5,2004_11,1467651191256.898,2.4800142308266224
0.25,16,2004_11,354423846743.9126,1.717855957205059
0.25,17,2004_11,3392144696097.5747,1.2376762258537712
0.25,5,2004_12,598988806760.0073,3.425868378967658
0.25,16,2004_12,257742360840.2978,1.271942757159754
0.25,17,2004_12,1958553208732.4666,1.8270197876953158
0.25,5,2005_1,262171334998.49304,2.8533792093884918
0.25,16,2005_1,197711154583.29025,1.3878420163187397
0.25,17,2005_1,1150327419132.2861,2.0624885103944446
0.25,5,2005_2,200845003240.62845,2.2044467017871394
0.25,16,2005_2,152228930327.56158,1.2216076000825977
0.25,17,2005_2,720810479415.8068,1.9423430556822043
0.25,5,2005_3,164067341901.99213,2.1084827265783455
0.25,16,2005_3,137070867019.5565,1.1777106362289325
0.25,17,2005_3,587734450484.3796,1.578308191441448
0.25,5,2005_4,144314201089.69986,2.041115164566175
0.25,16,2005_4,141451766739.22278,1.4134256712743403
0.25,17,2005_4,516448251233.34467,1.4047760380857544
0.25,5,2005_5,115206471504.71071,1.289946510710063
0.25,16,2005_5,176416411249.14453,1.827737347171176
0.25,17,2005_5,434768521520.8118,1.0392825358992934
0.25,5,2005_6,83955154935.87096,1.322440421166541
0.25,16,2005_6,214764985224.8217,1.139669672601984
0.25,17,2005_6,320363877670.2791,1.0852769269105
0.25,5,2005_7,62665787959.25825,1.220490299569193
0.25,16,2005_7,238506297874.79263,1.851767465380405
0.25,17,2005_7,217270036588.43637,0.7891506345240298
0.25,5,2005_8,50818528013.156296,1.5002156996008642
0.25,16,2005_8,271472664238.41434,2.402208991556166
0.25,17,2005_8,157643551928.77292,0.6440645592055274
0.25,5,2005_9,53680428750.46796,1.904716776005236
0.25,16,2005_9,272225353755.39084,1.3391269130616794
0.25,17,2005_9,138713113216.4232,0.6410890805534328
0.25,5,2005_10,67596828103.90116,2.3409434672835068
0.25,16,2005_10,249247356596.5415,1.432179851890091
0.25,17,2005_10,146437455695.836,0.9575303564884102
0.25,5,2005_11,76402558320.9068,2.3094464359359073
0.25,16,2005_11,190050781497.26886,1.3858770395002393
0.25,17,2005_11,177510432796.51956,1.2033807495028959
0.25,5,2005_12,83229198683.90627,2.408499645727829
0.25,16,2005_12,146252049026.3735,1.5805686485995087
0.25,17,2005_12,259601247977.78503,2.181011821964666
0.25,5,2006_1,89298546160.1857,3.171130100843285
0.25,16,2006_1,115312306459.61443,1.375927392318745
0.25,17,2006_1,369097142313.4604,1.899957819560912
0.25,5,2006_2,88804263770.0887,2.1498892667296507
0.25,16,2006_2,94560896380.52803,1.1998411949930758
0.25,17,2006_2,409635010047.2161,1.6510980381251694
0.25,5,2006_3,87084925092.39566,2.3346667608515146
0.25,16,2006_3,87980536542.60722,1.1766861625012315
0.25,17,2006_3,370321340321.43445,1.4812534788798095
0.25,5,2006_4,83673127370.98264,2.053882974037763
0.25,16,2006_4,101184959409.0524,1.6669677762352213
0.25,17,2006_4,323974818285.06744,1.2781225123625344
0.25,5,2006_5,69184328599.07898,1.3874577014479639
0.25,16,2006_5,123905639494.50098,1.5368183211253035
0.25,17,2006_5,254350857259.7571,1.0082553960717993
0.25,5,2006_6,52003465953.62965,1.4372872315898713
0.25,16,2006_6,154876292689.70346,1.593996109947053
0.25,17,2006_6,199187373779.50745,0.7309817025328188
0.25,5,2006_7,37552281609.95686,1.1570810479169331
0.25,16,2006_7,189494672656.02982,1.6553881127482302
0.25,17,2006_7,137604573483.42075,0.8258864853249992
0.25,5,2006_8,27605699187.80706,1.0347037558070327
0.25,16,2006_8,204228929578.362,1.751169153069543
0.25,17,2006_8,100218414737.28851,0.6808181184939464
0.25,5,2006_9,24814081999.03334,1.5624360668140937
0.25,16,2006_9,198776024489.23593,1.8572896064403062
0.25,17,2006_9,96069002542.64827,0.831106930672604
0.25,5,2006_10,27720957836.552116,2.033411672296322
0.25,16,2006_10,180462481200.38077,2.128688468069254
0.25,17,2006_10,107477637836.66391,1.0838349400970493
0.25,5,2006_11,41052066671.56655,2.9457317106701186
0.25,16,2006_11,156336093142.79843,1.6090638918524531
0.25,17,2006_11,126127117972.65561,1.2105324526817396
0.25,5,2006_12,53794398270.99696,2.999764732222948
0.25,16,2006_12,121638329748.99066,1.435404111402677
0.25,17,2006_12,152847800690.48462,1.822573119810766
0.25,5,2007_1,60392939673.062096,2.7559323001577214
0.25,16,2007_1,89446470302.07114,1.2188284713251498
0.25,17,2007_1,197040495531.18515,1.7864169878932121
0.25,5,2007_2,63049366133.175,2.872586332932109
0.25,16,2007_2,69925948910.7419,0.7867724869835313
0.25,17,2007_2,243678733195.2125,1.868905883249687
0.25,5,2007_3,63419642695.44574,2.973321138231137
0.25,16,2007_3,59983038841.07076,1.3860953548517916
0.25,17,2007_3,253717249265.7627,1.5406387989943342
0.25,5,2007_4,58094972604.2364,2.0109180282379966
0.25,16,2007_4,62477754899.68039,1.0307440730987387
0.25,17,2007_4,230675841529.6599,1.6881049602500169
0.25,5,2007_5,49432280482.67345,1.6022350225557374
0.25,16,2007_5,69394899181.9752,1.5952708919029992
0.25,17,2007_5,184461139934.00443,0.9872779817311358
0.25,5,2007_6,36041614108.165245,1.1086790058342229
0.25,16,2007_6,87966410098.47575,1.554128560830161
0.25,17,2007_6,139272091741.1703,0.8365390335171358
0.25,5,2007_7,24606542343.725105,0.9756380736350092
0.25,16,2007_7,109971515647.67046,1.3606808136971582
0.25,17,2007_7,96283695829.50491,0.8140422671467574
0.25,5,2007_8,20946926906.207092,1.215106806039468
0.25,16,2007_8,124346451933.70345,1.758520942298037
0.25,17,2007_8,72304265575.78015,0.6793198389901354
0.25,5,2007_9,22123857026.620552,1.9768123571828795
0.25,16,2007_9,124163605905.21046,1.6138054712109011
0.25,17,2007_9,67351133429.055,0.7683502097730492
0.25,5,2007_10,24457177214.5502,2.5674189200718196
0.25,16,2007_10,118528840732.70029,2.08188291651409
0.25,17,2007_10,70044215166.53963,0.9589601137470636
0.25,5,2007_11,28825749855.527336,2.5063199507643956
0.25,16,2007_11,95650523036.37508,1.057191517893043
0.25,17,2007_11,88543024080.43634,1.2980778238087127
0.25,5,2007_12,36742356902.581696,3.008250012288131
0.25,16,2007_12,71020048182.29999,1.231709574211422
0.25,17,2007_12,114221695794.83224,1.4110213872649044
1,5,2004_01,0.0,0.0
1,16,2004_01,5840721319060.301,1.4992250515293684
1,17,2004_01,0.0,0.0
1,5,2004_02,0.0,0.0
1,16,2004_02,8023119155153.998,1.2584115227687822
1,17,2004_02,0.0,0.0
1,5,2004_03,0.0,0.0
1,16,2004_03,4980270139508.072,1.146167977043264
1,17,2004_03,0.0,0.0
1,5,2004_04,0.0,0.0
1,16,2004_04,3592345141935.569,1.1566496521016052
1,17,2004_04,0.0,0.0
1,5,2004_05,0.0,0.0
1,16,2004_05,2492550905765.6924,1.93929045025208
1,17,2004_05,0.0,0.0
1,5,2004_06,956998807.6290597,1.2706502712533878
1,16,2004_06,1550184483437.469,2.315537533277614
1,17,2004_06,758906135.3040872,0.6439884371544877
1,5,2004_07,12176508620539.396,1.1958882448323926
1,16,2004_07,803540769217.0703,1.91210207135698
1,17,2004_07,13363243848327.781,0.6383657213821523
1,5,2004_08,11055831869959.73,1.2526787016962644
1,16,2004_08,509233145142.05286,1.7417686418192937
1,17,2004_08,17225814647694.412,0.7566146836781177
1,5,2004_09,6294826364933.193,2.13036533849786
1,16,2004_09,421448716514.2074,1.4225658560517345
1,17,2004_09,8851612842928.793,0.7067575317711936
1,5,2004_10,2935304839865.2393,2.0550508713533198
1,16,2004_10,343835257110.362,1.5757650358147626
1,17,2004_10,6008864020987.8,1.131424355665285
1,5,2004_11,1465444574828.1475,2.5514517367500953
1,16,2004_11,278231821416.7202,1.610771386217288
1,17,2004_11,3083012533171.1885,1.3225141230163062
1,5,2004_12,523504124206.74567,3.744039372732442
1,16,2004_12,203441920548.96332,1.3836059710543762
1,17,2004_12,1452599762082.1318,1.9881958527857677
1,5,2005_01,179736347571.3132,3.227419741171338
1,16,2005_01,157952373121.8418,1.3331673828817197
1,17,2005_01,818510162782.3154,2.2084738175907135
1,5,2005_02,147833694925.1166,2.182796069745629
1,16,2005_02,135990961649.62924,1.1681119289126616
1,17,2005_02,506823907587.6146,2.020700241754118
1,5,2005_03,129833738053.08348,1.9451451222487721
1,16,2005_03,126918100423.42575,1.1539760315678649
1,17,2005_03,426504382695.2309,1.5769218175622486
1,5,2005_04,120171304055.14941,2.018404778333702
1,16,2005_04,132534246445.45276,1.2563975803655871
1,17,2005_04,393401708480.36395,1.577103767998501
1,5,2005_05,99941314089.11766,1.4770450204410441
1,16,2005_05,154894180882.22043,1.585243988577217
1,17,2005_05,350755874432.569,1.0412289221694357
1,5,2005_06,73764969932.1848,1.2646232474233579
1,16,2005_06,180827209442.59018,0.9748596459583545
1,17,2005_06,258397880636.68436,1.1244818967308772
1,5,2005_07,56503783835.75053,1.1285488575272569
1,16,2005_07,197850332698.78207,1.7161768189954527
1,17,2005_07,166719820294.4172,0.8308611058142572
1,5,2005_08,46032770408.509674,1.399781429408196
1,16,2005_08,224161642041.19662,2.3521057263557976
1,17,2005_08,119785415277.38512,0.6600074083716194
1,5,2005_09,48265174924.681885,1.9175066739025592
1,16,2005_09,223148197330.31668,1.2445877978190218
1,17,2005_09,110920104862.91139,0.6109510121246858
1,5,2005_10,54453159368.76535,2.376598285635542
1,16,2005_10,192583419066.57117,1.519174631511357
1,17,2005_10,122958047922.81828,0.9777141344739992
1,5,2005_11,67047332723.94016,2.3505476424643135
1,16,2005_11,146139595389.57318,1.5299851928116763
1,17,2005_11,150642947422.3207,1.3070601292076804
1,5,2005_12,80085731194.21577,2.256289421133229
1,16,2005_12,109031304618.34793,1.6488493577563934
1,17,2005_12,216116734289.4178,2.3465557865675324
1,5,2006_01,92194516802.12265,3.195404180007425
1,16,2006_01,83635628487.34167,1.2904827203108735
1,17,2006_01,284636132742.8325,1.9305664855125946
1,5,2006_02,95652368755.72244,2.026818293196765
1,16,2006_02,69019154925.89331,1.0690314780815118
1,17,2006_02,310809529172.1778,1.9120804796507402
1,5,2006_03,98253326637.58902,2.270310202662964
1,16,2006_03,63295717676.50833,1.0226051626415977
1,17,2006_03,273896828396.31558,1.4596529447925974
1,5,2006_04,97155803915.91939,2.0483290137348487
1,16,2006_04,77262759358.1393,1.7032691303376892
1,17,2006_04,220546433360.7169,1.235901245731256
1,5,2006_05,83280498565.77016,1.506198278585033
1,16,2006_05,94375306078.1817,1.4506359471119938
1,17,2006_05,167249159779.96445,1.033866069943439
1,5,2006_06,63500758632.80608,1.340763842991932
1,16,2006_06,116750028603.50125,1.3860959846557226
1,17,2006_06,131917519895.56575,0.7154253820280545
1,5,2006_07,46912901466.129,1.0512573555265066
1,16,2006_07,145272788924.74078,1.642428650181392
1,17,2006_07,85750513579.92322,0.8244645167982525
1,5,2006_08,36209036366.1169,0.9693302030734116
1,16,2006_08,160845151108.90118,1.4903032787839787
1,17,2006_08,62811171038.95924,0.6854964266421536
1,5,2006_09,33100544635.782715,1.4067564480654635
1,16,2006_09,156946143592.7066,1.6750941673046422
1,17,2006_09,63711042384.19386,0.8470632573651655
1,5,2006_10,36648184923.629326,2.089515766036234
1,16,2006_10,139502044045.4633,1.8972092014168522
1,17,2006_10,76939814630.73212,1.0788977913333722
1,5,2006_11,55103347523.284836,3.070687878849008
1,16,2006_11,116249853459.27545,1.4632655145719848
1,17,2006_11,92955046810.50412,1.2641910765429547
1,5,2006_12,72143193976.54372,3.024471891217705
1,16,2006_12,90317487736.60759,1.4164984426776988
1,17,2006_12,111115893118.56285,1.9768176009165148
1,5,2007_01,78926231971.23251,2.7956288087190515
1,16,2007_01,68765612131.26706,1.2935153986574113
1,17,2007_01,139882569430.96213,1.8548690675743527
1,5,2007_02,81700378620.0052,2.6137248917786113
1,16,2007_02,54630245673.16098,0.902821944640319
1,17,2007_02,179664708570.34244,1.9329326766853656
1,5,2007_03,82557665946.62735,2.8853770302355124
1,16,2007_03,48361010571.58669,1.2747252818443033
1,17,2007_03,184979708066.1592,1.5309742321783728
1,5,2007_04,75365912972.853,2.0129821671379555
1,16,2007_04,50934343369.06191,0.969393187189197
1,17,2007_04,168148611842.46088,1.6952889626949856
1,5,2007_05,63152648775.49116,1.4875112124798648
1,16,2007_05,57315998020.80008,1.5442389085958492
1,17,2007_05,132539879484.53674,1.0566844983026022
1,5,2007_06,46612236510.5816,1.0341455060808231
1,16,2007_06,70352315068.64696,1.5323276966111177
1,17,2007_06,97209359162.30077,0.8767222748425704
1,5,2007_07,34031588717.432735,0.9344070619885659
1,16,2007_07,90130349946.26903,1.3875496790897877
1,17,2007_07,62264989251.65119,0.8113962242305621
1,5,2007_08,29301665128.69648,1.1985442111027993
1,16,2007_08,106235721264.12627,1.7430213595592163
1,17,2007_08,44681718813.184586,0.6433029613974619
1,5,2007_09,30892978437.899178,1.949526483454293
1,16,2007_09,107164202899.08861,1.6395551632718297
1,17,2007_09,43735787535.598076,0.7279045027318899
1,5,2007_10,33510688545.069355,2.51026770935757
1,16,2007_10,99271652807.33127,1.9474739800588114
1,17,2007_10,47733700266.63551,0.9300927521859768
1,5,2007_11,40919619335.841446,2.394811942354684
1,16,2007_11,78395500840.9833,0.9942956581202858
1,17,2007_11,61881709499.60637,1.3424876947802677
1,5,2007_12,51296197094.6474,2.9360112376833145
1,16,2007_12,58884902633.357925,1.2644286009383465
1,17,2007_12,78417470577.68083,1.4115805378540534
0.1,6,2004_01,13669544012078.963,1.3148935072414325
0.1,8,2004_01,0.0,0.0
0.1,18,2004_01,0.0,0.0
0.1,6,2004_02,16996631320853.797,1.7663266808513938
0.1,8,2004_02,0.0,0.0
0.1,18,2004_02,0.0,0.0
0.1,6,2004_03,9103138681186.652,2.1157439648330865
0.1,8,2004_03,0.0,0.0
0.1,18,2004_03,0.0,0.0
0.1,6,2004_04,6612542764716.632,1.30884815381928
0.1,8,2004_04,0.0,0.0
0.1,18,2004_04,0.0,0.0
0.1,6,2004_05,4695182795685.476,1.408824933483096
0.1,8,2004_05,0.0,0.0
0.1,18,2004_05,0.0,0.0
0.1,6,2004_06,3277587331316.8135,2.345787757233545
0.1,8,2004_06,7590504.198050611,0.9796732482766409
0.1,18,2004_06,7559208.458845349,0.7919516604176073
0.1,6,2004_07,2417736017605.8896,2.3103301193878822
0.1,8,2004_07,10224682870908.715,0.5621147150315928
0.1,18,2004_07,14878994138970.07,0.9656658410338768
0.1,6,2004_08,1783650255387.9612,2.026224159979749
0.1,8,2004_08,11370706109483.379,1.0678937279499994
0.1,18,2004_08,21549529518282.117,0.699917308271063
0.1,6,2004_09,1399393880864.9856,2.0764971677942916
0.1,8,2004_09,7801603827191.185,0.3938843154477497
0.1,18,2004_09,13516195800505.97,0.6163730794430491
0.1,6,2004_10,1201637361760.429,1.6660326016491893
0.1,8,2004_10,6714216783082.54,0.8312067285539672
0.1,18,2004_10,9375239072249.328,0.7234172268911
0.1,6,2004_11,1070554136540.94,1.718784364133142
0.1,8,2004_11,6377573932677.921,1.0456745901210953
0.1,18,2004_11,5564837971193.398,0.5855937815116814
0.1,6,2004_12,893447823342.8208,1.0069847514279595
0.1,8,2004_12,5050434401273.934,1.0877470181894155
0.1,18,2004_12,3516556911650.6704,1.0529016996454312
0.1,6,2005_01,645052299249.3511,1.363970689847866
0.1,8,2005_01,4210837013289.077,0.8205647475729243
0.1,18,2005_01,1868781899058.416,0.5855386518384375
0.1,6,2005_02,512547259119.6815,1.4807495640650794
0.1,8,2005_02,3710755128921.109,0.6150437050563632
0.1,18,2005_02,1209517065895.1711,0.837415152663224
0.1,6,2005_03,509903436562.0237,2.0459952902502923
0.1,8,2005_03,3385645458052.8896,0.6955458838912717
0.1,18,2005_03,1012824984869.4037,0.6519107460996567
0.1,6,2005_04,581149451306.1956,1.7364673684313312
0.1,8,2005_04,3130951231914.0024,0.4035929433500134
0.1,18,2005_04,895127313844.8937,0.8339190220451692
0.1,6,2005_05,578992374735.923,2.095909709764534
0.1,8,2005_05,2875725386983.4126,0.36797683883088333
0.1,18,2005_05,798325864903.0021,0.80583194213847
0.1,6,2005_06,557639290636.2568,2.3097106689491333
0.1,8,2005_06,2549116748134.4214,0.5741707566643293
0.1,18,2005_06,725122792745.6108,0.6630087444319434
0.1,6,2005_07,529573589119.81323,2.336266385121373
0.1,8,2005_07,2346951960508.7017,0.670741283819715
0.1,18,2005_07,649565861743.1675,0.876490523864726
0.1,6,2005_08,494242287130.77106,2.497435799893594
0.1,8,2005_08,2091303883945.2366,0.6904999214184624
0.1,18,2005_08,596045863342.9828,0.748269738286275
0.1,6,2005_09,459776528519.859,1.4224693767122214
0.1,8,2005_09,1943869689950.0715,0.6896190942431041
0.1,18,2005_09,574083642744.3793,0.7575409853374447
0.1,6,2005_10,431850244960.6379,1.8155710665524167
0.1,8,2005_10,1815348269510.3843,0.583819654832138
0.1,18,2005_10,571579071168.6458,0.46468595112028666
0.1,6,2005_11,390147237412.1714,1.4119601095732608
0.1,8,2005_11,1696837498436.1653,0.6197382055466677
0.1,18,2005_11,582632968852.6006,0.7794113718208415
0.1,6,2005_12,313811005410.0385,1.381117862086916
0.1,8,2005_12,1590731159578.3672,0.9977743344061459
0.1,18,2005_12,592554884220.1145,0.7546551945035485
0.1,6,2006_01,188086520391.81516,1.4746842988834343
0.1,8,2006_01,1471377298451.8647,0.7910270719228185
0.1,18,2006_01,574351054199.522,0.7791750354355753
0.1,6,2006_02,155282721297.54437,1.7438140922741048
0.1,8,2006_02,1355744462985.4048,0.8107327607263223
0.1,18,2006_02,575353486291.3788,0.8164330153853309
0.1,6,2006_03,145851717324.9718,2.1480825052088703
0.1,8,2006_03,1282964788427.38,0.5434600140178703
0.1,18,2006_03,535018182686.6295,0.8254835239910842
0.1,6,2006_04,160933333204.64948,1.9461374532418092
0.1,8,2006_04,1204997744970.2122,0.4348757627460552
0.1,18,2006_04,476647345400.00256,0.7479794289905944
0.1,6,2006_05,175074258152.43494,2.189510995968276
0.1,8,2006_05,1122847899496.3926,0.48002243155723323
0.1,18,2006_05,438273712570.1535,0.7632610837537543
0.1,6,2006_06,186365084100.0916,2.313778892177918
0.1,8,2006_06,1010330187678.7214,0.6264200282627909
0.1,18,2006_06,390863283068.72327,0.7239688551833832
0.1,6,2006_07,193207237293.72116,2.192448421228229
0.1,8,2006_07,901875203677.0559,0.9266886771159586
0.1,18,2006_07,340091949222.0417,0.8836231008998241
0.1,6,2006_08,193899441672.06107,1.9122543308078181
0.1,8,2006_08,803595880222.1423,0.8003233170872948
0.1,18,2006_08,300570451607.60364,0.8262500991223147
0.1,6,2006_09,194595277056.41537,2.596692962240456
0.1,8,2006_09,743536135342.1343,0.630886040087731
0.1,18,2006_09,282213695055.5977,0.6592244160860559
0.1,6,2006_10,183088808415.24963,1.7188437929905365
0.1,8,2006_10,697266478998.7642,0.6648634334225578
0.1,18,2006_10,273705785144.7586,0.6077335183666014
0.1,6,2006_11,167614160273.06677,1.6288503396330711
0.1,8,2006_11,672100660143.3192,0.6418072544928056
0.1,18,2006_11,276902794099.1154,0.6019480964687367
0.1,6,2006_12,131782213809.413,1.5618927953106116
0.1,8,2006_12,641637560437.3911,0.9927288966497373
0.1,18,2006_12,300232063786.817,0.7719936737161531
0.1,6,2007_01,95108061863.17206,1.8993399637809818
0.1,8,2007_01,595392062035.6936,0.9790131741516597
0.1,18,2007_01,318847702768.1296,0.6996287051909367
0.1,6,2007_02,69218675938.2848,1.7542444469782787
0.1,8,2007_02,561781652124.3441,0.6843902523328841
0.1,18,2007_02,316499939696.0979,0.8041513217571367
0.1,6,2007_03,62150414515.67362,2.508770600434932
0.1,8,2007_03,531738654719.42035,0.6036138632607949
0.1,18,2007_03,307254864801.6543,0.9538784697837018
0.1,6,2007_04,69193743001.69296,2.494668795159186
0.1,8,2007_04,506924827029.98956,0.5309492086429453
0.1,18,2007_04,290921662840.2917,0.6572739681859847
0.1,6,2007_05,78771813519.33842,1.9916833733090344
0.1,8,2007_05,462248097417.40045,0.5374606627449777
0.1,18,2007_05,255492608104.6393,0.8688922590936918
0.1,6,2007_06,84921804225.37828,2.1178822324217825
0.1,8,2007_06,413808442291.0447,0.5693711838456
0.1,18,2007_06,221846039272.6127,0.7699228330622085
0.1,6,2007_07,95401281247.36067,2.673207650247959
0.1,8,2007_07,373065670148.0833,0.7346668250238565
0.1,18,2007_07,191138356664.30734,0.9851488071152977
0.1,6,2007_08,96663160570.66449,2.4074465625595307
0.1,8,2007_08,335887458100.32587,0.8805993282723686
0.1,18,2007_08,169837313324.91916,0.8404311188893256
0.1,6,2007_09,97589507408.1164,1.87279398071002
0.1,8,2007_09,306151390914.77795,0.7230819358610264
0.1,18,2007_09,163410352235.9004,0.7130588184436449
0.1,6,2007_10,94745635209.50873,1.966683183983991
0.1,8,2007_10,287024583784.45355,0.73588638159898
0.1,18,2007_10,161414849490.97882,0.6484364402418021
0.1,6,2007_11,85884748023.25447,1.7670223758928199
0.1,8,2007_11,272041441650.78577,0.9319438803123692
0.1,18,2007_11,176123366858.35367,0.7243604730254622
0.1,6,2007_12,72419224548.27791,2.121892351799516
0.1,8,2007_12,261440556725.24255,0.9089274296246581
0.1,18,2007_12,190387715003.43317,0.8579882641324016
0.25,6,2004_1,13776977104161.842,1.3726637491646239
0.25,8,2004_1,0.0,0.0
0.25,18,2004_1,0.0,0.0
0.25,6,2004_2,17129609074803.693,1.80623603482407
0.25,8,2004_2,0.0,0.0
0.25,18,2004_2,0.0,0.0
0.25,6,2004_3,8789069612421.215,2.232475853748382
0.25,8,2004_3,0.0,0.0
0.25,18,2004_3,0.0,0.0
0.25,6,2004_4,5754927145487.811,1.4866840785349285
0.25,8,2004_4,0.0,0.0
0.25,18,2004_4,0.0,0.0
0.25,6,2004_5,3847261070920.7104,1.6386934798039905
0.25,8,2004_5,0.0,0.0
0.25,18,2004_5,0.0,0.0
0.25,6,2004_6,2444020950997.3687,2.491530372122951
0.25,8,2004_6,71133084.63393733,0.9168378260961727
0.25,18,2004_6,62389590.20262348,0.7459152873548928
0.25,6,2004_7,1808418593847.5251,2.6762687975235346
0.25,8,2004_7,9724805568484.906,0.53780155536521
0.25,18,2004_7,13796490802207.164,1.0011730473809168
