Resolution,Site,Year_Month,Total_surface_dic_masked,MeanTemp,MeanTemp_whole_mask_no_weighted
0.1,12,2007_12,174650127025.1986,-0.9344671053722209,2.0858703613281477
0.25,4,2004_1,7393948065600.206,27.750897089818693,11.787774658203148
0.25,7,2004_1,6586176237558.405,21.14292748552691,23.335473632812523
0.25,12,2004_1,28412057634331.867,-1.1660753321909283,3.2977539062500227
0.25,4,2004_2,9565696138100.455,27.951365252858636,11.549645996093773
0.25,7,2004_2,8988718270713.354,22.004628770809518,23.596520996093773
0.25,12,2004_2,25521391540452.016,-0.9814105302854159,3.7528320312500227
0.25,4,2004_3,7257249555909.35,27.907664869784696,11.506524658203148
0.25,7,2004_3,5798713095154.979,21.48936302210194,23.533715820312523
0.25,12,2004_3,14801512621238.176,-1.7741010447329018,3.3319030761718977
0.25,4,2004_4,7183322865316.418,28.014635735606134,11.747979736328148
0.25,7,2004_4,4071933875452.4204,20.853067540342636,23.447015380859398
0.25,12,2004_4,10005311169004.262,-1.8465664495985834,2.6107116699218977
0.25,4,2004_5,7549544007688.895,27.81424409841395,12.315301513671898
0.25,7,2004_5,2700643337683.8545,19.784007342009318,23.012536621093773
0.25,12,2004_5,6335781240099.965,-1.8507865105785868,1.8619934082031477
0.25,4,2004_6,6245192214713.732,27.65628734677773,13.465570068359398
0.25,7,2004_6,1880171921987.2761,18.22686948272792,22.331018066406273
0.25,12,2004_6,3615009798346.227,-1.8496207611003115,1.3976684570312727
0.25,4,2004_7,5079078469806.933,27.629408200692353,14.738519287109398
0.25,7,2004_7,1398002744353.6711,16.955027743089772,21.854638671875023
0.25,12,2004_7,2319705071462.305,-1.8341844706359325,1.1069274902343977
0.25,4,2004_8,4297363502341.407,27.906858380471647,15.493737792968773
0.25,7,2004_8,1096204504302.4789,16.198738188521133,21.561456298828148
0.25,12,2004_8,1539657143721.3179,-1.8201659940336299,0.9361511230468977
0.25,4,2004_9,3904649744910.2705,28.21972993046586,14.894433593750023
0.25,7,2004_9,892968627293.4668,15.833136061458731,21.608605957031273
0.25,12,2004_9,1273095467234.254,-1.829153546399425,0.8785949707031477
0.25,4,2004_10,3759798210798.7417,28.227661650348182,13.910974121093773
0.25,7,2004_10,745777098450.3553,16.253290962011818,21.895043945312523
0.25,12,2004_10,1215031294864.838,-1.8388935770934154,0.9821411132812727
0.25,4,2004_11,3578032831556.4224,27.835421759816597,12.946435546875023
0.25,7,2004_11,618314814796.3505,16.938543969721252,22.407373046875023
0.25,12,2004_11,1179453270490.0688,-1.7814083968655723,1.3353515625000227
0.25,4,2004_12,3235198655392.186,27.476084847307845,12.257196044921898
0.25,7,2004_12,489735226062.5644,18.505242638299308,22.882379150390648
0.25,12,2004_12,1062386593615.4154,-1.5356082404314293,2.2981506347656477
0.25,4,2005_1,2812995514827.036,27.152507151027976,11.842034912109398
0.25,7,2005_1,407710976796.0158,19.51764416452147,23.277337646484398
0.25,12,2005_1,992372134509.653,-1.3393134014586963,3.5145202636718977
